page	mende	english	alternate	pixel_height	col
86	Ndimei	Chest		2056	
86	Nguli	Tree		2344	
86	Foni	Elephant grass		2402	
86	K_wui	Wood		2461	
86	Tife	"Leaf, twig"		2519	
86	Mbekei	Branch		2577	
86	Nyui	Corn		2635	
86	K_woi	Fallen tree		2694	
86	Hewe wuli	Tree with a medicinal fruit		2752	
86	Yogui	Tree (stains cloth)		2928	
86	Nguwe	Silk cotton tree		3044	
86	Tijoi	Hardwood with fibrous bark		3160	
86	Semi	A big forest tree		3276	
86	Kpiti	Grass		2352	
86	Ngale	Very tall coarse grass		2408	
86	Ndawei	Leaf		2580	
86	Kale	Seed		2639	
86	Pote	Millet		2698	
86	Koji	Garden eggs		2757	
86	Njawuli	Soap tree/ see apple		2816	
86	Yolui	Fibrous of ndubui		2936	
86	Bowuli	Baobab		3052	
86	Kpedei	Red hardwood tree		3112	
86	Mb_li	Hardwood tree with buttress		3224	
87	Mbei	Rice		264	
87	Kp_le	Egg plant		328	
87	Membui	"Tree with soft nuts, edible"		380	
87	Buni	Baboon apple tree		560	
87	Goyavei	Guava		676	
87	Lumbe	Orange tree		736	
87	Boboe	Funtania		792	
87	J_nj_	A rubber vine		852	
87	Koboe	A rubber tree		912	
87	Houlei	Tree with juice used for catching birds		972	
87	Ny_ko_	Sugar cane		272	
87	Keti	Guinea corn		328	
87	Kpatoi	A kind of wild walnut		388	
87	Gboji	Tree with yellow palm like fruit with pleasant taste		500	
87	Yumbu yambe	"A tree with red fruit, size of an apple, rough skin, red inside"		796	
87	Nyi	Fish		1384	
87	Ndili	Python		1444	
87	Ndovo kpoli	Poisonous small fat snake 1ft long		1500	
87	Ndawudu gali	Green snake		1744	
87	Pami	Iguana		1804	
87	Kp_ni	Speckled lizard		1860	
87	Ndokuli	Chameleon		1980	
87	Ngakui	Crab		2040	
87	Jib_n	Bull-frog		2084	
87	Gbasonde	Green tree frog		2148	
87	Kondui	Small fish found in mangrove swamps		2260	
87	Kenji	Fresh water flying fish		2500	
87	Kali	Snake		2624	
87	Tupui	Puff-adder		2688	
87	Kenj gui	"Tree snake, thin with brown stripes"		1380	
87	Nguli	Black snake		1620	
87	Ndambe	Crocodile		1684	
87	Koli	Red-headed lizard		1736	
87	Nogo-njei	"Slow worm; head at each end, tail same shape as head"		1860	
87	Ndovoi	Toad		2204	
87	Kpegbi	Croaking frog		2260	
87	Banasowe	Fleshy coloured climbing frog		2316	
87	Hakui	Turtle		2560	
87	Bonge	Bonga		2620	
87	Tumui	Shark		2680	
87	Kokogbie	Grey eagle		2924	
87	S_kpendei	Grey hawk		2976	
87	Yibe	Vulture		3036	
87	G_mi	Black & white crow		3096	
87	Kpovovui	Green pigeon		3204	
87	Gowai	Clock-bird		3264	
87	Kpiangbie	Hornbill		3320	
87	Mbakui	Weaver bird		3376	
87	S_kuli	Small speckled hawk chases small birds/chickens		2916	
87	Sasaloi	Red-legged partridge. Feeds more at night		3204	
88	Powi	Pigeon		248	
88	Bomukuli	Dove		308	
88	Fabui	Parrot		368	
88	Kakiboi	King fisher		428	
88	T__hini	Cock		488	
88	D_wui	Duck		548	
88	Bogb_toi	Turkey		608	
88	Yonemgbe	"Egret; body white, beak yellow"		668	
88	Kowe	Large black and white eagle		844	
88	Geli	Brown fish hawk		1028	
88	Kingi	Grey wading bird		1144	
88	Hokei	Guinea fowl		260	
88	K_k_ye	Bush fowl		320	
88	Fokuloi	Small brown partridge. Feeds on ground		380	
88	Gule	Toucon-two headed bird		616	
88	Nduli	Brown bird with white breast and mournful cry		728	
88	Tei	Fowl		964	
88	T__toi	Chicken		1032	
88	Mbui	Owl		1088	
88	Tokpoi	Palm tree		1444	
88	Semi	Bamboo		1502	
88	Keni	Bamboo		1559	
88	Kaaui	Rattan		1617	
88	Pul_li	Coconut palm		1674	
88	Kewe	Fan palm		1732	
88	Nduvui	"Raffia, vinifera"		1448	
88	Keli	Sharp-leafed palm		1560	
88	Mbalui	Cane		1676	
88	Ngavui	Inferior date palm		1732	
88	Towui	Oil palm nut		2036	
88	Kaje	Piassava		2096	
88	T_kp_ nyinii	Flower of oil palm		2152	
88	Tokp_ loi	Palm wine		2272	
88	Kale	Kernel		2328	
88	K_jui	Fruit of raffia		2032	
88	Koni	Raffia cane		2152	
88	Dangule	Palm kernel oil		2204	
88	Ngul_ gboi	Palm oil		2328	
88	Taavukei	Snuff		2564	
88	Kamaamei	A plant with coarse leaves used for sand paper		2624	
88	N_ngbe	A water lily with round leaves		2856	
88	Foni	A plant used for making baskets (giant elephant grass)		3028	
88	Tawe	Tobacco		2556	
88	Kpule	A large gourd		2616	
88	Njowe	A large poisonous bean		2676	
88	Mbolui	A creeper used to make a loop to climb palm trees		2844	
88	Fande wui	Cotton plant		3136	
88	Daw_i	Wild palm		3200	
88	Fali	Mushroom/ fungus		3252	
89	Huei	Animal		376	
89	Nika hei	Bull		436	
89	Mbale	Sheep		496	
89	Ndonde	Pig		556	
89	K_wi	Jackal		616	
89	Sugbui	Hyena		676	
89	Njao	Lion		736	
89	Kaikuli	A ground squirrel		796	
89	Ndandakuli	Mongoose		912	
89	Pewi	Bush cat; long tail		968	
89	G_n_	Cat		1088	
89	T_w_i	Bush goat		1148	
89	Hagbei	Weasel		1208	
89	Nyini	Rat		1268	
89	Lendoi	Mouse		1328	
89	Bovi	Wood squirrel		1388	
89	Gulei	Baboon		1448	
89	Towe	Big black monkey with long tail		1508	
89	Ny_mui	Gorrila		1684	
89	Nd_pe	Antelope/deer		1740	
89	Nike	Cow		1796	
89	Njii	Goat		372	
89	K__li	Leopard		428	
89	Nguanhi	Small animal like guinea pig		484	
89	Pekuli	Small animal; sharp nose and mouth set underneath		668	
89	Kuwuli	Big spotted bush cat. Hair rather than fur		896	
89	Nyangbe	"Bush cat; soft fur, spotted"		1136	
89	Kanyi	Ant-eater		1316	
89	Tewui	Bush cow		1375	
89	Ngile	Dog		1435	
89	Kiwuli	Ground pig		1494	
89	Sewuli	Guinea pig		1554	
89	Dadei	Bat/small		1613	
89	Taje	Bat/medium		1673	
89	Hele	Elephant		1732	
89	Fuhani	Insects in general		2036	
89	Foi	Big biting fly		2148	
89	Komi	Bee		2268	
89	Siloi	Spider		2327	
89	Kekemi	Scorpion		2385	
89	Kowongaa	Driving ants		2444	
89	P_tui	Grasphopper		2503	
89	Kpakpadei	Dragon fly		2561	
89	Kongowetui	Grey stripped locust not hurtful		2620	
89	Kpekpeli	Caterpillar		2792	
89	Kpindiyiei	Cicada		2852	
89	Lelemi	Prayingmantis		2916	
89	Div_voi	Fly that bores holes in trees and bites		2968	
89	Ndi	Fly		3208	
89	Jokondi	Tarantala		3260	
89	Kp_wiv_foi	Beetle that rolls a ball of dung		2024	
89	Nd_nd_i	Millipede		2196	
89	Kal_nd_i	Centipede		2254	
89	Pundi	Mosquito		2313	
89	Hingboi	wasp		2371	
89	Ngili	White ants		2429	
89	Koli	Snail		2487	
89	Pupui	Small ants		2546	
89	Kimbui	A big edible cricket		2604	
89	Kondui	Locust - destructive kind		2720	
89	Kp_kp_i	Cockroach		2836	
89	Jike	Jigger		2895	
89	Fuvui	Borer		2954	
89	F_f_i	Moth		3013	
89	Gbawe	Big white grub in oil palm		3072	
90	Ngew_	God		368	
90	Ngelegohun	Heaven		432	
90	Ngelemahun	Land of living		488	
90	Nd__	Lower world		608	
90	Haiwai	"Devil, spirit"		668	
90	Nd_bleisia	Inhabitants of the lower world		364	
90	Ngafe	Spirit; abstract or material		548	
90	Kpeteihun	Swamp with running water		908	
90	Fofowaihun	Large clearing in the bush		1024	
90	Popawai	Large lake		1200	
90	Kpund_hun	West		1260	
90	Kpolilei	"River mouth, entrance in the mangrooves"		1320	
90	Tumbeke	Stars		900	
90	Batihun	Swamp		960	
90	Fofoi	Clearing		1020	
90	Ngiyei	Hill		1080	
90	Pope	Pond		1140	
90	K_	East		1200	
90	Bul_mi	Flat ground		1260	
90	Bulihun	Ground raised above water		1320	
90	Kpoli	River		1432	
90	Tibi	Table		1736	
90	Kpukoi	Bed		1795	
90	T_nti	Mosquito net		1853	
90	Kpangbe	Broom		1912	
90	Fei	Pot		1971	
90	F_ki	Fork		2029	
90	Sani	Bottle		2088	
90	Bole	Cup		2147	
90	Kalui	Basin		2205	
90	Fajii	Bucket		2264	
90	Wasi	Watch		2323	
90	Komui	English comb		2381	
90	Sambe	Broad open basket		2440	
90	Ngale	Mat		2552	
90	K_gbe	Hammer		2611	
90	Kpatoi	Axe		2669	
90	Bume	Gimlet		2728	
90	Sowi	Saw		2787	
90	L_ndimi	Nail		2845	
90	Hewui	Seat		2904	
90	Pului	Pillow		1728	
90	Ka_a	Box		1788	
90	Ndivali	Broom/fly brush		1848	
90	Mite	Spoon		1960	
90	Mbowe	Knife		2019	
90	Glasi	Glass		2077	
90	Pleti	Plate		2136	
90	M_m_	Mirror		2195	
90	Kl_ki	Clock		2253	
90	Kp_gbe	Wooden comb used by women		2312	
90	Konde	Mortar		2484	
90	Gitii	Pestle		2543	
90	Mbogbe	Cutlass		2603	
90	Hipoi	Heavy hammer		2662	
90	Gbanyi	Pincers		2722	
90	Kali	Hoe		2781	
90	G_li	Scissors		2841	
90	Ndoli	Hook		2900	
91	Kani gb_li	Gold		388	
91	Kani g_li	Silver		444	
91	Tongoboli	Copper		504	
91	Tongoi	Brass		384	
91	K_li	Iron		444	
91	Sumbui	Lead		508	
91	Kole	White		744	
91	Blu	Blue		800	
91	Ngahunpui	Assorted/variegated		864	
91	T_li	Black		744	
91	T_ling_	It is black		804	
91	Kpou	Red/brown		860	
91	Pun_n	Green		920	
91	S_w_s_w_	Very clean		1160	
91	Kpakpawui	Ladder		1218	
91	Juumbui	Sin		1276	
91	Juumbumei	Sinner		1334	
91	Kpongbo	Pound/grind/iron		1392	
91	Yemoi	Mother-in-law		1516	
91	Mbilei/Mblei	Father-in-law		1572	
91	Kpongbo	Pound/grind/iron		1688	
91	_d_mbi	Delay		1160	
91	Nd_gboi	Bush		1219	
91	Kaye (gaye)	Confession		1278	
91	Nanyei	Sound		1337	
91	Mbilii	Drum		1396	
91	Tavei	Pipe		1455	
91	K_ti	Stone		1514	
91	Kawo	Peel		1573	
91	Pawei	Payment/pay/noun		1632	
